Progress,Duration..in.seconds.,Finished,ready.to.participate,consent,mainDV_sterility,DV_Bill.Gates,vaccine_willingness,distress_COVID,worried_covid_1,worried_covid_2,Consecutively,Disturbances,Disturbances_specify,alone,purpose,purpose_specify,stance_vaccine,familiarity_sterility,familiarity_BillGates,Attention.check,age,gender,marital.status,children,religion,Religious.affiliation,education,political.affiliation,comments,correction.consent,Condition,exclusion,Group,Correction
100,304,1,1,1,2,1,3,4,5,5,1,1,,1,Perceptions and how the relate to analyzing information,1,1,1,2,3,29,2,2,2,5,1,3,2,N/A,1,1,0,1,1
100,654,1,1,1,6,7,2,5,5,5,1,1,,1,To find out if I plan on taking the covid-19 vaccine.,1,2,1,1,3,35,1,1,2,5,1,2,3,,1,4,0,0,1
100,267,1,1,1,1,3,1,5,5,5,1,1,,1,To connect comfort levels with the vaccine to trust levels or sources.,2,1,1,2,3,23,2,2,2,1,2,3,3,,1,2,0,1,2
100,226,1,1,1,5,5,2,2,4,5,1,1,,1,Social Media Opinions,1,2,2,2,3,38,1,1,2,1,2,3,1,,1,6,0,0,3
100,275,1,1,1,1,2,1,3,4,4,1,1,,1,I think the study was meant to assess the usefulness of priming in user skepticism about fake news. ,1,1,1,1,3,22,3,1,2,1,3,3,2,,1,2,0,1,2
100,250,1,1,1,4,2,3,5,2,4,1,1,,1,I'm not sure what this study is about.,1,1,1,1,3,23,2,1,2,5,1,2,2,,1,4,0,0,1
100,285,1,1,1,1,2,1,4,5,5,1,1,,1,Feelings towards the COVID-19 vaccine,2,1,2,1,3,29,2,3,2,5,1,2,2,,1,5,0,0,2
100,187,1,1,1,1,1,1,4,4,5,1,1,,1,To evaluate people's perception of misleading information shared in a group chat setting,2,1,1,2,3,27,2,1,2,5,1,3,2,,1,5,0,0,2
100,200,1,1,1,2,2,1,3,2,3,1,1,,1,To answer questions about COVID-19 and how information about it is spread on social media. ,1,1,1,2,3,19,2,1,2,5,1,2,2,,1,6,0,0,3
100,298,1,1,1,1,1,1,2,4,4,1,1,,1,Perceptions about the truth of online comments,1,1,1,2,3,40,1,1,2,5,1,2,2,None,1,1,0,1,1
100,335,1,1,1,5,3,1,3,6,3,1,1,,1,TO gague my reading comprehension skills,1,1,1,2,3,28,1,3,2,5,1,3,2,,1,6,0,0,3
100,156,1,1,1,1,2,3,2,2,4,1,1,,1,Spread of false information of social media ,1,3,1,2,3,22,1,2,2,5,1,3,2,,1,1,0,1,1
100,280,1,1,1,1,1,1,5,5,5,1,1,,1,I think it was to determine if education can help people separate truth from misinformation.,1,1,1,2,3,24,1,1,2,5,1,2,2,,1,3,0,1,3
100,250,1,1,1,2,3,1,4,5,5,1,1,,1,To figure out  peoples' perception of COVID,2,1,1,1,3,20,2,1,2,5,1,2,2,,1,4,0,0,1
100,586,1,1,1,3,3,2,4,5,3,1,1,,1,Opinions ob n people,1,3,1,1,3,34,1,1,2,5,1,3,3,,1,2,0,1,2
100,242,1,1,1,1,1,1,4,4,4,1,1,,1,To learn how much disinformation people believe about covid-19 and its vaccine. ,2,1,1,2,3,39,1,3,2,5,1,6,2,,1,3,0,1,3
100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA
100,295,1,1,1,3,1,3,4,4,5,1,1,,1,I was asked about my thoughts on covid and how worried I was to get it.,1,3,1,1,3,18,2,1,2,5,3,2,2,,1,3,0,1,3
100,566,1,1,1,3,1,1,2,5,5,1,1,,1,Opinions on Covid vaccine,2,1,2,2,3,40,2,3,1,1,2,2,3,no,1,4,0,0,1
100,158,1,1,1,1,1,1,5,5,5,1,1,,1,See how views of covid interact with reading comprehension,1,1,2,2,3,25,1,3,2,5,3,4,3,no,1,6,0,0,3
100,189,1,1,1,1,1,1,5,4,5,1,1,,1,I can't tell what the study was about,1,1,1,2,3,31,2,2,2,5,1,3,3,,1,4,0,0,1
100,371,1,1,1,2,2,2,3,2,3,1,1,,1,"To see if these times affected our opinions and paranoia towards big companies and the ""higher ups""",1,3,1,1,3,21,1,1,2,1,3,2,3,,1,2,0,1,2
100,286,1,1,1,1,3,1,4,4,4,1,1,,1,Judging the effect of unconfirmed theories via social media,2,1,1,2,3,35,1,3,2,5,1,3,2,No,1,5,0,0,2
100,243,1,1,1,2,2,1,2,2,2,1,1,,1,determine how influenced others are by reading the description ,1,1,2,1,3,36,1,3,1,5,3,3,3,why did i have to state what type of religion i am when i am not religious at all.,1,6,0,0,3
100,315,1,1,1,5,6,1,5,5,5,1,1,,1,To see what people think of getting the vaccine and their opinion of Bill Gates? Really not sure.,1,1,2,2,3,30,2,2,2,5,2,2,1,,1,4,0,0,1
100,353,1,1,1,3,2,1,5,4,5,1,1,,1,See if people want to take the vaccine.,2,1,1,2,3,23,2,3,2,5,1,3,2,,1,2,0,1,2
100,384,1,1,1,1,1,1,3,3,4,1,1,,1,If people just believe anything they read online,1,1,1,2,3,37,1,1,2,5,1,1,2,,1,2,0,1,2
100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA
100,608,1,1,1,1,1,1,2,4,4,1,1,,1,determine my thoughts related to the coronavirus vaccine ,1,1,1,2,3,33,1,3,1,5,1,3,2,The language used in some of the questioning was uncommon for lower income participants. It was more obvious than other surveys that this was written by a researcher and not focused on who the end user potentially is. ,1,1,0,1,1
100,191,1,1,1,2,1,1,3,6,4,1,1,,1,To see my willingness of vaccination ,2,1,1,2,3,26,1,2,2,1,2,2,2,,1,5,0,0,2
100,20,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA
100,318,1,1,1,2,5,3,5,5,3,1,1,,1,see peoples perception of covid and decision making,1,3,1,2,3,25,2,2,2,5,2,3,2,"I do not follow religion, yet you gave me no option to opt out of religious question.",1,2,0,1,2
100,396,1,1,1,3,2,1,3,3,4,1,1,,1,To see how people would feel about potential side effects from a covid vaccine and whether it would influence their choice of getting one.,1,1,1,1,3,25,1,1,2,5,1,2,4,,1,5,0,0,2
100,263,1,1,1,2,2,1,4,4,5,1,1,,1,To measure FRA or how reliable information we read about is to us,1,1,1,2,3,29,2,2,2,5,2,5,3,"There are no options for ""not religious""",1,3,0,1,3
100,219,1,1,1,1,5,1,3,4,4,1,1,,1,Get opinions on how people believe news articles,2,1,1,2,3,24,2,3,1,1,3,2,3,,1,2,0,1,2
100,173,1,1,1,1,1,1,4,4,5,1,1,,1,How people view the vaccine. ,1,1,1,2,3,24,1,1,2,5,1,3,2,,1,5,0,0,2
100,541,1,1,1,1,1,1,4,4,5,1,1,,1,The purpose was to analyse the opinion of people regarding the authenticity of information that can be seen around the internet nowadays about the COVID19 vaccine.,2,1,2,2,3,21,2,3,2,5,1,2,3,no,1,1,0,1,1
100,182,1,1,1,3,2,1,4,5,5,1,1,,1,Determine the impact on social media rhetoric/speculation on beliefs ,1,1,2,2,3,28,2,3,2,1,3,6,2,no,1,4,0,0,1
100,226,1,1,1,1,2,1,5,5,5,1,1,,1,I don't know what the purpose was,1,1,2,2,3,24,2,1,2,5,1,3,2,,1,6,0,0,3
100,193,1,1,1,3,1,3,2,1,2,1,1,,1,Find attitudes on the COVID vaccine,2,3,1,2,3,22,1,1,2,5,2,3,1,,1,1,0,1,1
100,189,1,1,1,1,1,1,5,5,5,1,1,,1,to see how people feel about pandemic,1,1,2,2,3,31,2,3,1,5,1,2,2,,1,1,0,1,1
100,174,1,1,1,1,1,1,5,5,4,1,1,,1,Misinformation on social media,1,1,1,2,3,29,2,1,2,4,1,3,2,no,1,6,0,0,3
100,216,1,1,1,1,4,1,5,5,5,1,1,,1,not sure to be honest,1,1,1,2,3,37,2,2,2,5,1,4,2,,1,4,0,0,1
100,262,1,1,1,2,1,1,4,5,5,1,1,,1,I have no idea........................,1,1,1,2,3,40,1,4,1,5,1,3,3,no,1,1,0,1,1
100,375,1,1,1,2,2,1,3,3,4,1,1,,1,How our feelings/worry about Covid are correlated to how we view false information ,1,1,1,2,3,23,1,1,2,2,1,3,2,,1,1,0,1,1
100,280,1,1,1,3,1,3,4,4,5,1,1,,1,To see our opinions of the pandemic and how that correlates to if we will get vaccinated. ,1,1,1,1,3,21,2,2,2,5,1,2,3,,1,4,0,0,1
100,315,1,1,1,2,3,1,5,4,5,1,1,,1,Evaluating our ability to identify misinformation.,1,1,1,2,3,19,3,1,2,5,1,2,4,,1,1,0,1,1
100,271,1,1,1,1,1,1,5,4,4,1,1,,1,Social media influence regarding the COVID 19 vaccination. ,2,1,1,2,3,32,1,3,2,5,3,3,2,It's infuriating that a vaccination for a deadly virus that's once-in-a-century is turned into a political stance.,1,5,0,0,2
100,575,1,1,1,4,2,3,4,4,4,1,1,,1,about how one feels about covid,2,1,1,2,3,34,2,2,1,1,3,2,2,no,1,3,0,1,3
100,318,1,1,1,3,1,1,3,4,4,1,1,,1,"asking about my thoughts about covid, socialization etc.",1,1,1,2,3,35,1,1,2,1,1,2,2,,1,6,0,0,3
100,443,1,1,1,1,2,1,4,4,4,1,1,,1,"to see how many people would be willing to take the COVID-19 vaccine, and how many people have been affected by false information",1,1,1,1,3,18,1,1,2,2,3,1,2,,1,3,0,1,3
100,282,1,1,1,2,2,1,4,2,4,1,1,,1,How trustworthy we think the Covid vaccine is.,1,1,2,1,3,30,2,2,2,5,2,2,2,,1,3,0,1,3
100,209,1,1,1,4,4,2,2,1,2,1,1,,1,To see how people view covid.,1,2,1,1,3,26,1,1,2,1,3,2,1,,1,5,0,0,2
100,294,1,1,1,1,2,1,5,4,4,1,1,,1,Misinformation around the Covid-19 Vaccine,2,1,1,1,3,24,1,1,2,1,1,5,2,No,1,4,0,0,1
100,208,1,1,1,1,1,1,4,3,5,1,1,,1,Thoughts on conspiracy theories,1,1,2,2,3,23,2,3,2,1,3,2,2,I have no idea what the options on the religious affiliation question meant,1,6,0,0,3
100,419,1,1,1,3,5,1,5,2,2,1,1,,1,Perspective on vaccination,1,1,2,2,3,28,2,1,2,1,3,3,1,Good study,1,4,0,0,1
100,185,1,1,1,2,5,1,4,4,4,1,1,,1,How people feel about the vaccine and COVID,1,1,2,1,3,22,3,2,2,4,1,2,2,,1,4,0,0,1
100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA
100,349,1,1,1,2,3,3,3,4,5,1,1,,1,To gauge my feelings about Covid,1,1,1,1,3,24,2,1,2,5,1,2,3,none,1,3,0,1,3
100,299,1,1,1,2,1,1,4,5,5,1,1,,1,To determine how much people believe what they read and allow it to influence their decisions.,1,1,1,2,3,38,2,3,1,1,3,3,3,none,1,2,0,1,2
100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA
100,228,1,1,1,1,1,1,1,2,2,1,1,,1,Vaccination and determining if one believes in conspiracies ,1,1,1,2,3,38,1,3,1,5,3,2,1,,1,1,0,1,1
100,239,1,1,1,5,7,2,1,1,1,1,1,,1,"covid as usual, its getting tiring to be reminded about something that isnt that big of a deal",2,2,2,1,3,32,1,2,2,5,2,4,3,no,1,5,0,0,2
100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA
100,435,1,1,1,4,4,1,4,2,4,2,1,,1,if im worried about corona,2,1,1,1,3,27,1,3,2,1,2,2,2,,1,2,2,1,2
100,264,1,1,1,1,2,1,3,4,4,1,1,,1,Probably to guage if social media posts influence our opinions.,1,1,1,2,3,40,1,1,2,5,1,2,3,,1,6,0,0,3
100,284,1,1,1,1,1,1,5,5,5,1,1,,1,using FRE strategy to read the screenshot and evaluate it,1,1,1,2,3,29,2,3,2,4,2,6,2,,1,2,0,1,2
100,247,1,1,1,2,2,1,2,3,3,1,1,,1,To see how readily people trust information,1,1,1,1,3,21,2,2,2,5,1,2,2,,1,2,0,1,2
100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA
100,195,1,1,1,1,1,1,2,2,4,1,1,,1,unsure--no guess comes to mind,1,1,1,1,3,32,1,1,2,5,1,3,2,n/a,1,6,0,0,3
100,367,1,1,1,3,3,1,2,3,4,1,1,,1,Understanding how people gather factual information regarding the pandemic. ,2,1,1,2,3,20,1,1,2,1,1,2,3,,1,2,0,1,2
100,667,1,1,1,1,1,1,3,4,4,1,2,Baby crying,1,Look at false memories of where Thomas was meeting his friends,2,1,1,2,3,26,1,3,1,1,3,3,3,,1,6,2,0,3
100,222,1,1,1,7,7,2,4,3,3,1,1,,1,How the population sees this virus,1,3,1,2,3,22,1,1,2,5,1,1,1,,1,5,0,0,2
100,277,1,1,1,1,1,1,4,4,5,1,1,,1,perceptions about people based on limited information maybe?,2,1,1,1,3,30,1,2,2,5,1,2,3,,1,2,0,1,2
100,762,1,1,1,2,7,1,2,3,4,1,1,,1,"To see if I am a believer in vaccine disinformation or any of those nut jobs who think BILL GATES IS TRYING TO STERILIZE THE WORLD. No shit their needs to be less humans, but a singular billionaire who is often trying to help people probably isn't the one. Also, The question regarding Gates being involved is a little too vague. I don't think he was involved in actually creating the virus, but he definitely helped in getting the word out there about vaccines ",2,1,2,2,3,29,1,2,2,5,1,2,3,,1,5,0,0,2
100,287,1,1,1,3,5,1,5,6,5,1,1,,1,COVID-19 Vaccination,1,1,1,1,3,21,2,2,2,5,2,2,2,,1,4,0,0,1
100,343,1,1,1,5,7,3,3,4,5,1,1,,1,Opinions on evidence of the vaccine making women sterile.,1,3,1,2,3,28,1,3,2,1,1,2,3,None,1,3,0,1,3
100,250,1,1,1,2,2,1,4,5,4,1,1,,1,Social media influences,2,1,1,1,3,20,2,1,2,5,1,2,2,,1,4,0,0,1
100,174,1,1,1,2,2,1,4,5,5,1,1,,1,to make people think about the vaccine,2,1,2,2,3,19,1,1,2,1,1,2,2,n/a,1,3,0,1,3
100,273,1,1,1,1,4,1,4,4,4,1,1,,1,Ability to critically evaluate news / literature and how that impacts willingness to get vaccinated,2,1,1,2,3,27,1,2,2,5,1,3,2,,1,3,0,1,3
100,365,1,1,1,1,5,1,5,4,5,1,1,,1,To see if having someone think empirically about false information about the vaccine would influence their want to take the vaccine. ,1,1,1,1,3,21,2,1,2,1,3,2,2,,1,3,0,1,3
100,369,1,1,1,3,4,3,4,3,3,1,1,,1,An attempt to find out what people feel about the vaccination.,2,3,1,1,3,27,2,1,2,1,2,2,4,,1,1,0,1,1
100,690,1,1,1,1,3,1,2,4,4,1,1,,1,to study how people feel about the vaccine and COVID-19 due to Social Media influence,1,3,1,2,3,34,1,3,2,5,1,2,2,,1,1,0,1,1
100,219,1,1,1,1,2,1,2,2,4,1,1,,1,I think it was just to see how people are influenced by social media posts.,1,1,1,2,3,34,1,1,2,5,1,2,2,,1,6,0,0,3
100,1220,1,1,1,5,5,3,4,4,4,1,1,,1,about the pendamic and a story about friends and work,1,3,1,1,3,43,1,3,1,1,2,4,2,,1,3,2,1,3
100,261,1,1,1,2,1,1,4,4,4,1,1,,1,To see if we can distinguish truth from lies,1,1,2,2,3,27,2,1,2,5,1,3,2,,1,1,0,1,1
100,349,1,1,1,4,5,2,1,1,2,1,1,,1,relationship between how you feel about covid and the vaccine and information provided that may or may not be factual,1,3,2,2,3,29,2,1,2,1,3,3,1,,1,1,0,1,1
100,194,1,1,1,1,1,1,5,5,5,1,1,,1,Social media bias in relation to the COVID19 pandemic,1,1,1,2,3,21,2,1,2,5,1,2,2,,1,4,0,0,1
100,864,1,1,1,2,1,1,3,3,3,1,1,,1,I don't know. Social medias effects on the opinions of people getting the covid vaccine ,1,1,1,1,3,27,2,1,2,5,2,3,2,no,1,4,0,0,1
100,219,1,1,1,4,3,3,4,4,4,1,1,,1,to see our thought on covid,1,3,2,2,3,22,1,1,2,1,1,3,3,,1,4,0,0,1
100,449,1,1,1,5,7,2,1,1,2,1,1,,1,To see how people process data and how their own bias may factor into their assessments. ,1,2,1,2,3,19,1,1,2,5,1,2,4,,1,2,0,1,2
100,245,1,1,1,1,1,1,5,5,5,1,1,,1,To see how one reacts to unconfirmed information.,1,1,2,2,3,20,2,1,2,4,3,2,2,,1,5,0,0,2
100,209,1,1,1,2,3,1,3,4,5,1,1,,1,To learn about people's feelings on the pandemic,1,1,1,2,3,32,1,2,2,5,1,3,4,,1,3,0,1,3
100,320,1,1,1,1,4,3,2,4,4,1,1,,1,No idea. My guess would be something on how people view far fetched news vs the amount they understand probability?,1,1,1,2,3,21,1,1,2,4,1,2,3,,1,2,0,1,2
100,507,1,1,1,1,1,1,3,4,5,1,1,,1,I am not sure what it is,1,1,1,2,3,28,1,1,2,5,1,2,2,,1,3,0,1,3
100,212,1,1,1,1,1,1,3,5,5,1,1,,1,Response to unreliable news sources and conversations on social media,1,1,1,2,3,26,2,2,2,5,1,5,2,,1,5,0,0,2
100,322,1,1,1,2,1,1,4,4,5,1,1,,1,"Trying to gauge how ""fake news"" (and the ability to detect it) correlates with perception of the coronavirus pandemic.",1,1,2,2,3,28,1,3,2,1,1,3,3,"None, great study!",1,2,0,1,2
100,486,1,1,1,1,5,1,2,3,4,1,2,Brother,1,Thoughts about covid,1,1,1,2,3,18,1,1,2,5,2,2,2,,1,6,2,0,3
100,192,1,1,1,2,2,1,3,4,4,1,1,,1,I have no idea what this is about,1,1,1,2,3,36,1,3,2,1,2,3,1,,1,5,0,0,2
100,447,1,1,1,1,1,1,3,6,4,1,1,,1,To see if being prompted by FRE will result in higher cases of identifying misinformation. ,1,1,1,2,3,24,1,2,2,5,1,3,2,,1,1,0,1,1
100,291,1,1,1,2,2,1,3,2,4,1,1,,1,Trying to see how emotions and rational thinking impact ideas about vaccinations,1,1,2,2,3,27,2,3,2,5,1,3,2,,1,2,0,1,2
100,470,1,1,1,2,1,3,4,1,4,1,1,,1,Getting people's general thoughts on the coronavirus vaccine.,1,1,1,2,3,26,1,1,2,5,1,2,4,,1,3,0,1,3
100,524,1,1,1,2,1,1,4,5,5,1,1,,1,To discuss discourse on the COVID-19 pandemic and gather information and opinions related to the vaccine,1,1,1,2,3,22,1,1,2,1,3,3,3,,1,5,0,0,2
100,470,1,1,1,4,1,3,2,3,4,1,1,,1,opinions about covid,1,3,1,2,3,29,2,1,2,1,2,2,3,,1,6,0,0,3
100,295,1,1,1,1,1,1,4,5,5,1,1,,1,To see how people react to poorly sourced information on covid,1,1,1,1,3,38,1,1,2,5,1,3,3,On the education level demographic question you need an option for Associate's Degree,1,6,0,0,3
100,422,1,1,1,4,4,2,4,3,4,1,1,,1,Getting an outside understanding on the virus and the vaccines.,2,2,1,1,2,21,1,1,1,1,2,2,4,N/A,1,5,2,0,2
100,223,1,1,1,1,2,1,3,4,5,1,1,,1,Gauge one's feelings about a COVID-19 vaccine.,1,1,1,1,3,22,1,1,2,1,1,2,3,N/A,1,1,0,1,1
100,249,1,1,1,2,4,1,4,5,5,1,1,,1,"No clue, no idea, none.",1,1,2,1,3,29,2,3,1,5,1,3,2,,1,4,0,0,1
100,249,1,1,1,2,1,1,3,3,4,1,1,,1,To test how receptive people will be to fake news about the vaccine. ,1,1,1,2,3,18,1,2,2,4,1,2,1,,1,3,0,1,3
100,358,1,1,1,4,6,3,4,3,4,1,1,,1,To determine how likely participants are to jump to conclusions based on information that forces the participant to speculate. ,2,3,1,2,3,30,1,7,1,5,1,2,3,No.,1,1,0,1,1
100,251,1,1,1,1,1,1,5,5,5,1,1,,1,Gauging mental state in the pandemic,1,1,1,1,3,24,1,1,2,5,1,2,2,N/A,1,4,0,0,1
100,647,1,1,1,5,2,3,4,4,5,1,1,,1,The Influence of social media on the pandemic ,1,3,2,1,3,34,2,2,2,5,2,3,2,Nope.,1,5,0,0,2
100,240,1,1,1,2,2,3,3,4,4,1,1,,1,to see how people feel about the covid vaccine,1,3,1,1,3,25,2,2,2,1,3,3,1,no,1,1,0,1,1
100,463,1,1,1,2,1,1,3,4,4,1,1,,1,I'm not quite sure. The study maybe judging users thoughts on Covid-19 or possibly gauging their comprehension of the auestions ,2,1,1,2,3,36,1,1,2,5,2,3,2,None,1,1,0,1,1
100,205,1,1,1,3,2,3,2,2,2,1,1,,1,I don't know what the purpose was.,1,3,1,2,3,22,2,1,2,1,3,3,4,,1,2,0,1,2
100,253,1,1,1,4,2,1,1,3,3,1,1,,1,vaccination attitudes,1,1,1,1,3,22,2,2,2,5,1,3,2,,1,3,0,1,3
100,194,1,1,1,1,1,1,5,4,5,1,1,,1,perception of COVID vaccine,1,1,1,2,3,32,2,1,2,5,1,3,2,,1,2,0,1,2
100,348,1,1,1,1,1,1,1,1,2,1,1,,1,I don't know or care to speculate.,2,1,1,2,3,30,1,1,2,1,3,3,1,,1,1,0,1,1
100,218,1,1,1,1,1,1,4,5,5,1,1,,1,To determine people's opinion about the COVID vaccine.,1,1,1,1,3,35,1,3,2,1,1,3,2,,1,5,0,0,2
100,259,1,1,1,2,2,3,3,3,4,1,1,,1,To see how people interpret social media posts depending on their demographic.,1,1,2,2,3,19,1,1,2,1,2,2,1,,1,2,0,1,2
100,284,1,1,1,2,3,1,4,2,4,1,1,,1,Fake news about Covid ,1,1,1,2,3,33,1,2,2,5,1,4,3,,1,6,0,0,3
100,244,1,1,1,1,4,1,4,5,5,1,1,,1,Not sure. I realized after I answered the question though that its more likely he is just a programmer.,2,1,2,2,3,26,1,2,2,5,1,2,2,,1,5,0,0,2
100,248,1,1,1,1,2,1,4,4,4,1,1,,1,To figure out how people feel about the new COVID-19 vaccine.,2,1,1,1,3,19,2,1,2,1,3,2,3,,1,4,0,0,1
100,438,1,1,1,2,1,1,4,4,4,1,1,,1,to determine if there is a relationship between someone's fear of the virus and to what extent they will believe reports of negative side-effects of the vaccine,1,1,1,1,3,26,1,1,2,5,1,2,4,,1,4,0,0,1
100,255,1,1,1,4,1,3,3,4,5,1,1,,1,To see if people pay attention to surveys,1,1,1,2,3,21,1,2,2,1,3,3,2,N/A,1,6,0,0,3
100,636,1,1,1,4,1,1,4,2,4,1,1,,1,"not sure, maybe something about opinions on the vaccine",1,1,2,1,3,26,2,1,2,5,1,3,2,,1,4,0,0,1
100,278,1,1,1,4,2,3,4,4,4,1,1,,1,To see if people will get the vaccine. ,1,3,1,2,3,40,2,2,1,1,3,3,2,no,1,6,0,0,3
100,222,1,1,1,1,1,3,3,4,5,1,1,,1,no idea what the purpose was ,1,1,1,2,3,21,1,1,2,1,2,2,3,no,1,1,0,1,1
100,191,1,1,1,1,1,1,4,4,5,1,1,,1,To see participant's views on the coronavirus.,1,1,1,2,3,28,1,2,2,4,2,3,2,,1,6,0,0,3
100,191,1,1,1,1,7,1,3,4,4,1,1,,1,to see how I feel about untrustworthy news on twitter,1,1,1,2,3,38,2,3,1,1,1,3,2,none,1,6,0,0,3
100,359,1,1,1,6,4,3,4,6,4,1,2,my toddler,1,see how people feel about the vaccine,2,3,2,2,3,24,2,2,1,1,3,2,4,no,1,5,2,0,2
100,429,1,1,1,1,1,1,4,5,5,1,1,,1,common data around COVID,1,1,1,1,3,24,1,2,2,5,1,2,3,,1,6,0,0,3
100,360,1,1,1,1,6,1,3,4,5,1,1,,1,to see how much people question things,1,1,1,2,3,22,2,2,2,5,1,3,2,,1,1,0,1,1
100,429,1,1,1,1,1,1,5,4,5,1,1,,1,To determine how people assess information on social media,2,1,2,2,3,27,2,1,2,1,3,3,2,,1,2,0,1,2
100,347,1,1,1,4,1,3,1,2,2,1,1,,1,to analyze data and opinions to see if they are educated and credible ,2,3,2,2,3,21,1,1,2,1,2,3,1,N/A,1,2,0,1,2
100,286,1,1,1,1,1,1,4,4,4,1,1,,1,"I don't know, reading comprehension?",1,1,1,2,3,30,1,1,2,5,1,2,2,,1,5,0,0,2
100,342,1,1,1,1,2,1,5,4,5,1,1,,1,Social media effects on bias,1,1,1,1,3,35,1,3,1,5,1,4,3,,1,6,0,0,3
100,222,1,1,1,5,7,2,2,3,4,1,1,,1,determine what i think is truthful,1,2,2,2,3,24,2,1,2,1,2,3,1,,1,3,0,1,3
100,329,1,1,1,1,2,1,4,4,4,1,1,,1,To see if people would get the covid vaccine,1,1,1,1,3,21,2,1,2,3,1,2,2,,1,3,0,1,3
100,638,1,1,1,1,1,1,3,4,5,1,1,,1,Finding out aptitudes of someone who believes fringe conspiracy theories.,2,1,1,2,3,26,1,2,2,5,1,4,2,,1,3,0,1,3
100,411,1,1,1,1,2,1,5,5,5,1,1,,1,I'm not entirely sure. I try to answer instinctively rather than assume since that usually gives better data. ,1,1,1,2,3,37,1,1,2,1,2,5,2,None,1,3,0,1,3
100,1346,1,1,1,1,1,1,3,2,4,1,1,,1,Thoughts on COVID and how it can influence daily life.,1,1,1,2,3,27,1,1,2,5,1,4,2,No,1,4,2,0,1
100,576,1,1,1,1,4,3,4,4,5,1,1,,1,Not quite sure. People's perspectives during the covid-19 pandemic. ,1,1,1,2,3,29,2,2,2,5,3,2,3,Thank you. ,1,3,0,1,3
100,553,1,1,1,4,5,3,5,5,5,1,1,,1,To see how much people take information as fact after using ThinkFRE,2,2,1,1,3,19,2,1,2,1,2,2,2,Thank you for this opportunity.,1,2,0,1,2
100,375,1,1,1,1,1,1,5,5,5,1,1,,1,Fake News and I need to write more characters,2,1,1,1,3,36,1,1,2,5,1,3,2,I didn't catch where the guy liked to meet up with his friends and had to guess.  please don't hold it against me.,1,2,0,1,2
100,419,1,1,1,4,1,2,1,1,1,1,1,,1,to see if people will get the vaccine,1,2,1,2,3,38,2,3,1,1,2,2,4,,1,4,0,0,1
100,653,1,1,1,1,4,3,5,1,1,1,1,,1,To learn how people interpret information on social media.,1,3,2,2,3,21,1,1,2,5,1,2,3,no,1,3,0,1,3
100,383,1,1,1,2,1,2,1,1,1,1,1,,1,To check how much people pay attention ,1,2,1,1,3,33,1,3,1,5,2,2,3,No,1,1,0,1,1
100,924,1,1,1,6,2,1,2,3,5,1,1,,1,To see if people will get vaccinated,1,1,1,2,3,32,1,1,2,5,1,3,2,,1,4,0,0,1
100,375,1,1,1,2,1,1,4,4,4,1,1,,1,To test how misinformation affects our perception of the vaccine.,1,1,1,2,3,27,1,2,2,5,1,3,2,,1,5,0,0,2
100,584,1,1,1,1,1,3,3,4,4,1,1,,1,People's reactions to misinformation about COVID and the vaccine,1,1,1,2,3,31,2,2,2,5,1,4,2,,1,1,0,1,1
100,297,1,1,1,1,1,1,4,4,5,1,1,,1,"I'm not sure, it asked questions all over the place. ",1,1,1,1,3,37,2,1,2,5,1,4,2,,1,6,0,0,3
100,431,1,1,1,1,1,1,3,3,5,1,1,,1,Willingness to take the vacine,2,1,1,2,3,37,1,1,2,1,1,3,2,,1,4,0,0,1
100,419,1,1,1,1,1,1,5,5,5,1,1,,1,"I think this study was in reference to how people perceive facts, and the actions they take because of their perception.",1,1,1,2,3,33,2,3,2,1,3,2,3,Thank you very much for the opportunity to participate in this survey!,1,2,0,1,2
100,789,1,1,1,5,6,1,5,4,5,2,1,,1,About social thinking,2,1,1,1,3,35,1,3,1,2,3,4,1,,1,6,2,0,3
100,297,1,1,1,2,2,1,4,2,2,1,1,,1,"not sure, maybe to determine people's opinions on information found on social media",1,1,1,2,3,29,1,1,2,5,2,3,3,,1,3,0,1,3
100,279,1,1,1,1,1,1,4,3,4,1,1,,1,I feel this test had more to do with how much people are paying attention because most questions were based on how much I remembered ,1,1,1,2,3,20,1,1,2,5,1,2,2,,1,2,0,1,2
100,500,1,1,1,1,3,1,4,6,4,1,1,,1,I'm not exactly sure,1,1,1,1,3,23,2,2,2,5,1,3,3,,1,5,0,0,2
100,858,1,1,1,1,1,1,4,6,5,1,1,,1,False information about COVID,1,1,1,1,3,34,1,1,2,5,1,4,2,,1,2,0,1,2
100,975,1,1,1,1,1,1,4,4,4,1,1,,1,facts evaluation objectivity,2,1,1,2,3,38,2,3,1,1,2,3,2,no,1,1,0,1,1
