,block,browser,cookies,is_fullscreen,key_press,mobile,os,responses,rt,stimulus,stimulus_block,stimulus_side,sub_block,subject,success,time_elapsed,time_post_trial,trial_began,trial_index,trial_type
98,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1544,df42887_e_231.jpg,10Where,1,3,4,,317976,400,0,98,bRMS
99,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2203.1,f42887_e_246.jpg,10Where,0,3,4,,320738,400,0,99,bRMS
100,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2036.4,df42887_e_261.jpg,10Where,1,3,4,,323327,400,0,100,bRMS
101,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2466.3,f42887_e_146.jpg,10Where,0,3,4,,326363,400,0,101,bRMS
102,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2797.9,df42887_e_181.jpg,10Where,0,3,4,,329743,400,0,102,bRMS
103,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1616.6,f42887_e_106.jpg,10Where,1,3,4,,331945,400,0,103,bRMS
104,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1663.1,f42887_e_296.jpg,10Where,1,3,4,,334205,400,0,104,bRMS
105,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1768.7,df42887_e_041.jpg,10Where,1,3,4,,336535,400,0,105,bRMS
106,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1728.4,f42887_e_086.jpg,10Where,1,3,4,,338825,400,0,106,bRMS
107,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2394.6,f42887_e_186.jpg,10Where,0,3,4,,341776,400,0,107,bRMS
108,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1619.5,f42887_e_176.jpg,10Where,1,3,4,,343937,400,0,108,bRMS
109,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1579.4,df42887_e_191.jpg,10Where,1,3,4,,346091,400,0,109,bRMS
110,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4187.6,f42887_e_196.jpg,10Where,0,3,4,,350861,400,0,110,bRMS
111,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1952.9,f42887_e_136.jpg,10Where,1,3,4,,353383,400,0,111,bRMS
112,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2837.6,df42887_e_111.jpg,10Where,0,3,4,,356770,400,0,112,bRMS
113,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4285.5,df42887_e_031.jpg,10Where,0,3,4,,361595,400,0,113,bRMS
114,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,3921,df42887_e_121.jpg,10Where,0,3,4,,366069,400,0,114,bRMS
115,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2807.2,f42887_e_096.jpg,10Where,0,3,4,,369416,400,0,115,bRMS
116,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,4460.7,df42887_e_001.jpg,10Where,1,3,4,,374435,400,0,116,bRMS
117,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,5489.6,df42887_e_211.jpg,10Where,0,3,4,,380561,400,0,117,bRMS
118,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,3015,f42887_e_236.jpg,10Where,1,3,4,,384118,400,0,118,bRMS
119,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,3823.3,df42887_e_241.jpg,10Where,1,3,4,,388487,400,0,119,bRMS
120,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2523.3,f42887_e_016.jpg,10Where,1,3,4,,391559,400,0,120,bRMS
121,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4795.1,f42887_e_056.jpg,10Where,0,3,4,,396879,400,0,121,bRMS
122,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4005.7,f42887_e_206.jpg,10Where,0,3,4,,401446,400,0,122,bRMS
123,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2937.7,df42887_e_281.jpg,10Where,1,3,4,,404907,400,0,123,bRMS
124,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2476.9,f42887_e_276.jpg,10Where,1,3,4,,407920,400,0,124,bRMS
125,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1320.7,df42887_e_201.jpg,10Where,1,3,4,,409795,400,0,125,bRMS
126,,,,,,,,,39523,,,,,,,449735,,,126,instructions
127,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1893,f42887_e_032.jpg,5Where,1,4,4,,451734,400,0,127,bRMS
128,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,3527.9,f42887_e_242.jpg,5Where,0,4,4,,455801,400,0,128,bRMS
129,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4022.2,df42887_e_077.jpg,5Where,0,4,4,,460368,400,0,129,bRMS
130,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2119.5,f42887_e_162.jpg,5Where,1,4,4,,463030,400,0,130,bRMS
131,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,1928.3,f42887_e_252.jpg,5Where,0,4,4,,465503,400,0,131,bRMS
132,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2333.8,f42887_e_042.jpg,5Where,1,4,4,,468398,400,0,132,bRMS
133,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2752.6,f42887_e_182.jpg,5Where,0,4,4,,471693,400,0,133,bRMS
134,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2781.3,f42887_e_192.jpg,5Where,1,4,4,,475020,400,0,134,bRMS
135,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,3415,df42887_e_247.jpg,5Where,0,4,4,,478984,400,0,135,bRMS
136,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4510.2,df42887_e_167.jpg,5Where,0,4,4,,484041,400,0,136,bRMS
137,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2632.8,df42887_e_027.jpg,5Where,1,4,4,,487232,400,0,137,bRMS
138,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,3841.3,f42887_e_282.jpg,5Where,0,4,4,,491615,400,0,138,bRMS
139,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,5501,df42887_e_207.jpg,5Where,0,4,4,,497656,400,0,139,bRMS
140,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2649.5,df42887_e_047.jpg,5Where,0,4,4,,500860,400,0,140,bRMS
141,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2401.4,df42887_e_057.jpg,5Where,0,4,4,,503812,400,0,141,bRMS
142,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2092,f42887_e_202.jpg,5Where,0,4,4,,506445,400,0,142,bRMS
143,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1666.8,f42887_e_272.jpg,5Where,1,4,4,,508640,400,0,143,bRMS
144,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4290.7,f42887_e_082.jpg,5Where,1,4,4,,513475,400,0,144,bRMS
145,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,3591.4,f42887_e_012.jpg,5Where,0,4,4,,517599,400,0,145,bRMS
146,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2231.6,df42887_e_107.jpg,5Where,1,4,4,,520374,400,0,146,bRMS
147,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2656.5,df42887_e_267.jpg,5Where,1,4,4,,523559,400,0,147,bRMS
148,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,3184.2,df42887_e_037.jpg,5Where,0,4,4,,527304,400,0,148,bRMS
149,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2126.6,df42887_e_017.jpg,5Where,1,4,4,,529968,400,0,149,bRMS
150,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,5432.6,df42887_e_257.jpg,5Where,0,4,4,,535965,400,0,150,bRMS
151,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,4241.4,df42887_e_137.jpg,5Where,0,4,4,,540746,400,0,151,bRMS
152,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2348.4,f42887_e_152.jpg,5Where,1,4,4,,543625,400,0,152,bRMS
153,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2836.7,df42887_e_097.jpg,5Where,1,4,4,,547010,400,0,153,bRMS
154,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2155.3,df42887_e_277.jpg,5Where,1,4,4,,549699,400,0,154,bRMS
155,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1796.2,df42887_e_237.jpg,5Where,1,4,4,,552031,400,0,155,bRMS
156,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1887.3,df42887_e_177.jpg,5Where,1,4,4,,554466,400,0,156,bRMS
157,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1782.2,f42887_e_092.jpg,5Where,1,4,4,,556800,400,0,157,bRMS
158,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,3040.8,f42887_e_052.jpg,5Where,1,4,4,,560374,400,0,158,bRMS
159,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1606.2,f42887_e_262.jpg,5Where,1,4,4,,562518,400,0,159,bRMS
160,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2961.7,f42887_e_292.jpg,5Where,0,4,4,,566021,400,0,160,bRMS
161,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,4799.5,df42887_e_297.jpg,5Where,0,4,4,,571373,400,0,161,bRMS
162,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1826.5,f42887_e_002.jpg,5Where,1,4,4,,573741,400,0,162,bRMS
163,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1981,f42887_e_212.jpg,5Where,1,4,4,,576256,400,0,163,bRMS
164,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2383.8,df42887_e_127.jpg,5Where,0,4,4,,579173,400,0,164,bRMS
165,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,3502.8,f42887_e_062.jpg,5Where,0,4,4,,583210,400,0,165,bRMS
166,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1780.2,df42887_e_147.jpg,5Where,1,4,4,,585528,400,0,166,bRMS
167,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1810.5,df42887_e_007.jpg,5Where,1,4,4,,587884,400,0,167,bRMS
168,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2347.9,df42887_e_197.jpg,5Where,1,4,4,,590786,400,0,168,bRMS
169,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1781.9,f42887_e_112.jpg,5Where,1,4,4,,593126,400,0,169,bRMS
170,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,1491.4,f42887_e_142.jpg,5Where,0,4,4,,595173,400,0,170,bRMS
171,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1956.9,f42887_e_072.jpg,5Where,1,4,4,,597683,400,0,171,bRMS
172,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1670.2,df42887_e_067.jpg,5Where,1,4,4,,599897,400,0,172,bRMS
173,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1718.3,df42887_e_287.jpg,5Where,1,4,4,,602165,400,0,173,bRMS
174,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1755.7,df42887_e_187.jpg,5Where,1,4,4,,604459,400,0,174,bRMS
175,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1511.8,df42887_e_227.jpg,5Where,1,4,4,,606520,400,0,175,bRMS
176,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1478.2,df42887_e_157.jpg,5Where,1,4,4,,608543,400,0,176,bRMS
177,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1660,f42887_e_222.jpg,5Where,1,4,4,,610746,400,0,177,bRMS
178,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1408.4,df42887_e_117.jpg,5Where,1,4,4,,612692,400,0,178,bRMS
179,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1311,f42887_e_132.jpg,5Where,1,4,4,,614546,400,0,179,bRMS
180,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1335.8,f42887_e_122.jpg,5Where,0,4,4,,616428,400,0,180,bRMS
181,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,1920.8,f42887_e_022.jpg,5Where,0,4,4,,618891,400,0,181,bRMS
182,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1444.8,f42887_e_172.jpg,5Where,1,4,4,,620876,400,0,182,bRMS
183,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,P,FALSE,Windows 10,,2164.4,df42887_e_087.jpg,5Where,1,4,4,,623570,400,0,183,bRMS
184,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1541.1,f42887_e_102.jpg,5Where,1,4,4,,625649,400,0,184,bRMS
185,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,1810.8,f42887_e_232.jpg,5Where,1,4,4,,628012,400,0,185,bRMS
186,1,Chrome 97 (97.0.4692.99),TRUE,FALSE,Q,FALSE,Windows 10,,2570.7,df42887_e_217.jpg,5Where,0,4,4,,631128,400,0,186,bRMS
187,,,,,,,,"{""Q0"":""T""}",13477,,,,,,,645015,,,187,survey-text
188,,,,,,,,,10584,,,,,,,655599,,,188,instructions
189,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2869,f42887_e_298.jpg,10What,0,2,4,,658568,400,0,189,bRMS
190,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2714.2,f42887_e_018.jpg,10What,1,2,4,,661830,400,0,190,bRMS
191,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1794.3,f42887_e_008.jpg,10What,0,2,4,,664172,400,0,191,bRMS
192,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1438.1,df42887_e_043.jpg,10What,0,2,4,,666164,400,0,192,bRMS
193,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1986.6,df42887_e_023.jpg,10What,1,2,4,,668693,400,0,193,bRMS
194,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1198.9,f42887_e_168.jpg,10What,0,2,4,,670448,400,0,194,bRMS
195,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1750.3,df42887_e_203.jpg,10What,0,2,4,,672739,400,0,195,bRMS
196,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1600.1,f42887_e_288.jpg,10What,1,2,4,,674897,400,0,196,bRMS
197,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1504.7,f42887_e_078.jpg,10What,1,2,4,,676950,400,0,197,bRMS
198,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1763.1,df42887_e_073.jpg,10What,0,2,4,,679253,400,0,198,bRMS
199,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1385.9,f42887_e_068.jpg,10What,0,2,4,,681183,400,0,199,bRMS
200,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1397.8,df42887_e_253.jpg,10What,0,2,4,,683115,400,0,200,bRMS
201,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1081.6,f42887_e_268.jpg,10What,1,2,4,,684747,400,0,201,bRMS
202,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1493.6,f42887_e_038.jpg,10What,1,2,4,,686778,400,0,202,bRMS
203,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1974.8,f42887_e_098.jpg,10What,0,2,4,,689307,400,0,203,bRMS
204,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1513,df42887_e_173.jpg,10What,1,2,4,,691366,400,0,204,bRMS
205,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1650.2,f42887_e_188.jpg,10What,1,2,4,,693570,400,0,205,bRMS
206,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1917.4,df42887_e_293.jpg,10What,1,2,4,,696028,400,0,206,bRMS
207,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2226.7,df42887_e_223.jpg,10What,1,2,4,,698782,400,0,207,bRMS
208,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1270.2,f42887_e_228.jpg,10What,1,2,4,,700589,400,0,208,bRMS
209,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1959.9,df42887_e_233.jpg,10What,0,2,4,,703103,400,0,209,bRMS
210,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1530.4,f42887_e_028.jpg,10What,1,2,4,,705186,400,0,210,bRMS
211,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,3544.3,df42887_e_273.jpg,10What,0,2,4,,709268,400,0,211,bRMS
212,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,3656.2,f42887_e_208.jpg,10What,0,2,4,,713466,400,0,212,bRMS
213,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2598.4,f42887_e_238.jpg,10What,0,2,4,,716601,400,0,213,bRMS
214,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1434.7,df42887_e_283.jpg,10What,1,2,4,,718590,400,0,214,bRMS
215,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2277.8,df42887_e_113.jpg,10What,0,2,4,,721407,400,0,215,bRMS
216,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1226.1,f42887_e_278.jpg,10What,1,2,4,,723179,400,0,216,bRMS
217,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2607.2,f42887_e_258.jpg,10What,0,2,4,,726332,400,0,217,bRMS
218,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1872.5,df42887_e_243.jpg,10What,1,2,4,,728769,400,0,218,bRMS
219,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2073.2,df42887_e_153.jpg,10What,1,2,4,,731385,400,0,219,bRMS
220,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2471,df42887_e_163.jpg,10What,0,2,4,,734395,400,0,220,bRMS
221,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2087.5,f42887_e_118.jpg,10What,0,2,4,,737017,400,0,221,bRMS
222,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1496.2,f42887_e_048.jpg,10What,1,2,4,,739064,400,0,222,bRMS
223,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2266.5,df42887_e_103.jpg,10What,1,2,4,,741878,400,0,223,bRMS
224,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1219,f42887_e_138.jpg,10What,0,2,4,,743624,400,0,224,bRMS
225,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1492.1,df42887_e_013.jpg,10What,1,2,4,,745659,400,0,225,bRMS
226,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1273.8,f42887_e_178.jpg,10What,1,2,4,,747472,400,0,226,bRMS
227,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2325.1,f42887_e_128.jpg,10What,1,2,4,,750329,400,0,227,bRMS
228,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1589.6,df42887_e_003.jpg,10What,1,2,4,,752469,400,0,228,bRMS
229,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2307.2,df42887_e_183.jpg,10What,0,2,4,,755321,400,0,229,bRMS
230,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1298.4,f42887_e_148.jpg,10What,1,2,4,,757159,400,0,230,bRMS
231,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1749.9,df42887_e_063.jpg,10What,1,2,4,,759467,400,0,231,bRMS
232,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1265.1,f42887_e_218.jpg,10What,1,2,4,,761287,400,0,232,bRMS
233,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,4065.3,df42887_e_193.jpg,10What,0,2,4,,765894,400,0,233,bRMS
234,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2439.8,df42887_e_143.jpg,10What,0,2,4,,768882,400,0,234,bRMS
235,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2214.6,df42887_e_263.jpg,10What,1,2,4,,771635,400,0,235,bRMS
236,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1842.9,f42887_e_158.jpg,10What,0,2,4,,774020,400,0,236,bRMS
237,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1904.2,df42887_e_053.jpg,10What,1,2,4,,776475,400,0,237,bRMS
238,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1928,f42887_e_058.jpg,10What,0,2,4,,778947,400,0,238,bRMS
239,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,4161.1,df42887_e_123.jpg,10What,1,2,4,,783648,400,0,239,bRMS
240,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1844.3,df42887_e_033.jpg,10What,0,2,4,,786040,400,0,240,bRMS
241,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2340,df42887_e_133.jpg,10What,0,2,4,,788913,400,0,241,bRMS
242,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,3115.2,df42887_e_093.jpg,10What,1,2,4,,792576,400,0,242,bRMS
243,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2982.9,f42887_e_088.jpg,10What,1,2,4,,796104,400,0,243,bRMS
244,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2378.1,df42887_e_213.jpg,10What,1,2,4,,799022,400,0,244,bRMS
245,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2507.6,df42887_e_083.jpg,10What,0,2,4,,802074,400,0,245,bRMS
246,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,3243.9,f42887_e_198.jpg,10What,0,2,4,,805890,400,0,246,bRMS
247,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2659.8,f42887_e_248.jpg,10What,0,2,4,,809070,400,0,247,bRMS
248,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,3728.5,f42887_e_108.jpg,10What,1,2,4,,813322,400,0,248,bRMS
249,,,,,,,,,36876,,,,,,,850607,,,249,instructions
250,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,1728.5,df42887_e_079.jpg,5What,1,3,4,,852436,400,0,250,bRMS
251,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2386.2,df42887_e_139.jpg,5What,0,3,4,,855361,400,0,251,bRMS
252,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2583.7,df42887_e_109.jpg,5What,0,3,4,,858454,400,0,252,bRMS
253,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2294.3,df42887_e_179.jpg,5What,0,3,4,,861282,400,0,253,bRMS
254,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1945,f42887_e_104.jpg,5What,1,3,4,,863760,400,0,254,bRMS
255,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,3218.7,f42887_e_024.jpg,5What,1,3,4,,867527,400,0,255,bRMS
256,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,1881,f42887_e_124.jpg,5What,0,3,4,,869961,400,0,256,bRMS
257,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,Y,FALSE,Windows 10,,2001.1,f42887_e_004.jpg,5What,1,3,4,,872502,400,0,257,bRMS
258,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2203.8,df42887_e_259.jpg,5What,0,3,4,,875256,400,0,258,bRMS
259,2,Chrome 97 (97.0.4692.99),TRUE,FALSE,B,FALSE,Windows 10,,2296.1,df42887_e_219.jpg,5What,0,3,4,,878108,400,0,259,bRMS
